UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
85103818,Ludovic Ajorque,30,82 kg,196 cm,,-,FRA,Ligue 1 McDonald's,Brest,"€1,845,000 p/a",30/6/2025,ST (C),-,20,"1,668",89%,0.05,0.07,0.7,0.49,0.05,0%,0,11%,-0.18,1.29,0.76,0.33,0,1.67,86%,0.7,0,0,10.14,46%,4.69,0.11,1.78,20.4,7.18,0.97,11.4km,1.89,7.77,-,-,-,-
13136629,Taiwo Awoniyi,27,74 kg,183 cm,,-,NGA,English Premier League,Nott'm Forest,"€2,729,000 p/a",30/6/2026,ST (C),-,20,"1,661",84%,-,0.08,0.87,0.81,0.22,6%,0.05,17%,1.55,0.87,0.81,0.24,0,1.25,77%,0.43,0,0.05,7.75,38%,2.93,0.05,1.79,13.93,6.61,0.81,12.5km,1.73,6.56,-,-,-,-
67106568,Juanmi,31,63 kg,172 cm,,-,ESP,LaLiga EA SPORTS,Getafe,"€810,000 p/a",30/6/2024,"M/AM (L), ST (C)",M (L),17,"1,271",82%,0.28,0.1,2.76,1.56,0.21,24%,0.57,16%,2.56,1.2,0.85,0.17,0,1.98,72%,0.5,0,0,5.31,19%,0.99,0.14,4.6,15.58,11.61,1.63,12.1km,3.19,3.19,-,-,-,-
19290884,Tuta,25,75 kg,185 cm,,-,BRA,Bundesliga,Eintracht Frankfurt,"€1,994,000 p/a",30/6/2025,D (RC),D (R),19,"1,596",93%,0.11,0.01,4.51,0.39,0.06,0%,0,-,-0.72,0.06,0.06,0.04,0,1.13,57%,1.07,0.39,0.79,5.41,61%,3.33,0.45,14.15,2.82,6.03,0.23,11.5km,1.69,3.1,-,-,-,-
63025710,Denis Vavro,28,81 kg,189 cm,,-,SVK,Bundesliga,VfL Wolfsburg,"€1,150,000 p/a",31/12/2025,D (C),-,18,"1,555",92%,-,0.01,3.99,0.29,-,50%,0.06,11%,0.52,0.06,0.23,0.03,0,1.22,84%,0.93,0.41,0.52,7.29,72%,5.27,0.64,16.78,3.01,6.25,0.06,11.8km,0.93,2.6,-,-,-,-
67177699,Rubén Peña,33,64 kg,170 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€718,000 p/a",30/6/2024,"D/WB (RL), M/AM (R)","WB (L), M/AM (R)",21,"1,761",90%,0.2,0.17,7.31,0.97,0.15,10%,0.1,13%,0.7,0.26,0.26,0.07,0,2.61,84%,0.92,0.1,0.36,3.58,46%,1.64,0.36,15.84,11.75,14.26,0.97,13.1km,1.94,9.2,-,-,-,-
24000969,Milan Badelj,35,74 kg,186 cm,,-,CRO,Serie A enilive,Genoa,"€1,790,000 p/a",30/6/2024,"DM, M (C)",-,20,"1,538",88%,0.29,0.21,4.51,1.52,0.23,0%,0,-,-1.01,0.12,0.06,0.06,0,2.34,82%,1.05,0.06,0.7,4.92,49%,2.4,0.29,11.29,7.84,10.07,0.41,12.4km,2.81,10.42,-,-,-,-
95071289,Zito Luvumbo,22,65 kg,171 cm,,-,ANG,Serie A enilive,Cagliari,"€760,000 p/a",30/6/2026,"AM (R), ST (C)",-,20,"1,685",84%,0.21,0.12,0.85,0.69,0.05,13%,0.05,25%,5.27,1.18,0.85,0.2,0,1.18,67%,0.16,0,0,7.16,21%,1.5,0.05,1.39,20.94,5.45,0.96,11.3km,1.76,7.53,-,-,-,-
91143703,Marco Friedl,26,82 kg,187 cm,,-,AUT,Bundesliga,SV Werder,"€1,496,000 p/a",30/6/2025,D (LC),-,17,"1,364",94%,-,0.11,5.34,0.26,0.13,0%,0,-,-0.56,0.07,0,0.04,1,1.19,75%,0.92,0.4,0.26,4.75,72%,3.43,0.79,13.33,2.84,5.41,0.07,11.5km,1.06,3.37,-,-,-,-
43041142,Marco Silvestri,33,79 kg,191 cm,,-,ITA,Serie A enilive,Empoli,"€1,850,000 p/a",30/6/2024,GK,-,20,"1,800",56%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,7.45,0,0,-,-,-,-,2.45,9.6,0,-,5.6km,0,0,19,30,17,0.33
91137228,Lucas Höler,30,83 kg,184 cm,,-,GER,Bundesliga,SC Freiburg,"€1,745,000 p/a",30/6/2025,ST (C),-,15,"1,281",84%,0.07,0.09,0.7,0.35,0.28,0%,0,5%,-2.65,0.84,0.77,0.33,0,1.12,67%,0.14,0,0.07,9.13,39%,3.58,0.28,2.81,17.28,7.17,1.62,11.8km,1.69,7.1,-,-,-,-
28059634,Jamaal Lascelles,31,89 kg,188 cm,,-,ENG,English Premier League,Newcastle Utd,"€3,335,000 p/a",30/6/2024,D (C),-,14,"1,107",89%,-,0.01,4.88,0.24,0.08,0%,0,-,-0.51,0.08,0.08,0.04,0,0.57,54%,1.46,0.24,0.49,6.75,78%,5.28,0.73,10,4.55,6.02,0.08,11.6km,0.98,3.09,-,-,-,-
85010871,Nampalys Mendy,32,68 kg,168 cm,,Torn ankle ligaments,SEN,Ligue 1 McDonald's,RC Lens,"€385,000 p/a",30/6/2024,"DM, M (C)",-,14,"1,196",89%,0.15,0.12,4.52,1.05,0.23,0%,0,-,-0.28,0,0.15,0.02,0,2.26,65%,0.45,0.08,0,2.63,23%,0.6,0.45,13.92,5.34,12.19,0.9,13.1km,3.16,10.01,-,-,-,-
18113140,Aster Vranckx,22,78 kg,183 cm,,-,BEL,Bundesliga,VfL Wolfsburg,"€1,709,000 p/a",30/6/2028,"DM, M (C)",-,17,"1,339",90%,-,0.1,3.76,1.14,0.4,0%,0,20%,0.44,0.13,0.2,0.04,0,2.42,84%,0.54,0.07,0.13,3.9,36%,1.41,0.34,12.43,5.71,12.1,1.08,12.7km,2.76,8.87,-,-,-,-
37060951,Myron Boadu,23,71 kg,183 cm,,-,NED,Bundesliga,VfL Bochum,"€1,197,000 p/a",30/6/2024,"AM (RL), ST (C)",AM (RL),15,"1,006",88%,-,0.12,0.72,0.45,0.27,0%,0,-,-2.86,0.27,0.98,0.26,0,0.89,71%,0.36,0,0.18,9.75,24%,2.33,0.18,1.79,17.53,7.16,0.98,12.4km,1.34,7.07,-,-,-,-
91170086,Jonathan Burkardt,24,76 kg,181 cm,,-,GER,Bundesliga,Mainz 05,"€1,745,000 p/a",30/6/2026,ST (C),-,13,"1,033",85%,0.09,0.06,0.35,0.44,0.17,20%,0.09,12%,-0.19,0.96,0.78,0.28,0,1.05,75%,0.26,0,0,7.32,23%,1.66,0.35,1.57,21.43,7.41,1.66,12.3km,1.48,7.49,-,-,-,-
43134973,Ionuţ Radu,27,70 kg,188 cm,,-,ROU,Serie A enilive,Venezia,"€1,850,000 p/a",30/6/2024,GK,-,18,"1,620",59%,-,0,0,0,-,-,-,-,0,-,-,0,0,0.06,33%,7.72,0,0,-,-,-,-,3.67,8.33,0,-,6.6km,0,0,15,38,20,-0.44
49048381,Kiliann Sildillia,22,76 kg,186 cm,,-,FRA,Bundesliga,SC Freiburg,"€1,946,000 p/a",30/6/2028,"D (RC), WB (R)",-,13,"1,076",92%,0.08,0.18,5.69,0.67,0.42,14%,0.25,-,-1.23,0,0.08,0.1,0,2.84,89%,1.17,0.17,0.59,5.52,55%,3.01,0.33,11.88,14.22,14.72,0.67,12.9km,2.68,7.78,-,-,-,-
53102029,Andreas Hanche-Olsen,27,82 kg,185 cm,,-,NOR,Bundesliga,Mainz 05,"€997,000 p/a",30/6/2025,D (RC),D (R),16,"1,440",91%,-,0.01,4.25,0.19,-,0%,0,-,-0.6,0.06,0,0.04,0,1.06,81%,1,0.19,1.06,5.94,77%,4.56,0.56,13,3.88,4.44,0.12,10.9km,1.06,3.06,-,-,-,-
61058564,Liam Henderson,28,67 kg,183 cm,,-,SCO,Serie A enilive,Empoli,"€1,480,000 p/a",30/6/2024,M/AM (C),-,21,"1,766",84%,0.1,0.1,3.62,1.27,0.05,29%,0.25,14%,0.71,0.31,0.31,0.07,0,1.94,75%,0.61,0.05,0.2,3.87,49%,1.89,0.56,9.22,16.61,10.6,1.02,12.1km,3.01,11.11,-,-,-,-
2000053930,José Ángel Carmona,22,73 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Sevilla,"€1,198,000 p/a",30/6/2028,D (RC),D (C),22,"1,980",90%,-,0.04,5.5,0.55,0.09,15%,0.23,8%,-1.85,0.27,0.27,0.18,0,2.32,70%,0.77,0.14,0.27,4.82,60%,2.91,0.64,12.5,16.55,16.18,1.68,13.1km,2.36,8.41,-,-,-,-
67158501,Lucas Torró,30,77 kg,190 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€611,000 p/a",30/6/2026,"DM, M (C)",-,21,"1,681",91%,-,0.19,3.05,0.75,0.11,6%,0.05,-,-1.28,0.11,0.21,0.07,0,1.61,59%,0.64,0,0.27,4.6,43%,1.98,0.32,16.06,12.1,10.71,0.96,12.1km,2.89,11.51,-,-,-,-
92056736,Janik Haberer,30,79 kg,186 cm,,-,GER,Bundesliga,Union Berlin,"€1,518,000 p/a",30/6/2025,M/AM (C),-,18,"1,536",84%,0.06,0.08,1.7,0.88,0.23,20%,0.12,12%,0.48,0.76,0.64,0.21,0,1.64,74%,0.47,0.12,0.06,3.81,42%,1.58,0.06,12.77,18.87,13.12,1.35,12.6km,2.87,11.02,-,-,-,-
67221484,Iñaki Peña,25,78 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Vigo,"€668,000 p/a",30/6/2025,GK,-,17,"1,508",92%,-,0,0,0,-,-,-,-,0,-,-,0,1,0,0%,0.9,0,0,-,-,-,-,2.39,11.34,0,-,5.5km,0,0,7,33,15,-0.31
43206174,Nicolò Casale,26,81 kg,191 cm,,-,ITA,Serie A enilive,Bologna,"€1,850,000 p/a",30/6/2026,D (C),-,25,"2,250",93%,-,0.07,4.24,0.16,0.04,0%,0,8%,0.33,0.12,0.2,0.03,0,1.08,69%,0.76,0.36,0.68,7.4,76%,5.6,0.36,16.68,3.24,5.84,0.12,11.6km,1.2,3.36,-,-,-,-
91108278,Dominik Kohr,30,77 kg,183 cm,,-,GER,Bundesliga,Mainz 05,"€1,645,000 p/a",30/6/2025,"D (C), DM, M (C)",D (C),16,"1,344",90%,0.27,0.11,4.08,1,0.07,0%,0,-,-2.02,0.27,0.27,0.14,0,2.14,73%,0.67,0.2,0.2,3.68,47%,1.74,0.33,10.85,7.23,12.05,0.47,13.1km,2.95,9.84,-,-,-,-
85075621,Abdoulaye Touré,30,84 kg,188 cm,,-,GUI,Ligue 1 McDonald's,Havre AC,"€263,000 p/a",30/6/2024,"DM, M (C)",-,16,"1,154",89%,0.23,0.17,4.29,1.17,0.31,40%,0.16,-,-1.65,0.16,0.08,0.13,0,2.18,80%,0.86,0.08,0.7,5.54,51%,2.81,0.31,11.62,6.24,12.17,0.78,12.6km,2.5,10.06,-,-,-,-
48036990,Alban Lafont,25,82 kg,193 cm,,-,FRA,Ligue 1 McDonald's,FC Nantes,"€1,016,000 p/a",30/6/2026,GK,-,17,"1,530",75%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,5.94,0,0,-,-,-,-,4.06,8.94,0,-,5.8km,0,0,6,32,15,0.27
67246383,Aihen Muñoz,27,72 kg,175 cm,,-,ESP,LaLiga EA SPORTS,Real Sociedad,"€862,000 p/a",30/6/2026,D (L),-,20,"1,867",89%,0.05,0.04,7.23,0.96,0.14,22%,0.48,-,-0.33,0,0.1,0.02,0,2.75,76%,1.01,0.19,0.1,3.47,43%,1.49,0.48,13.55,14.85,14.03,1.01,13.0km,2.41,9.16,-,-,-,-
2000055904,Diego López,22,61 kg,172 cm,,-,ESP,LaLiga EA SPORTS,Valencia,"€689,000 p/a",30/6/2026,"M (L), AM (RL), ST (C)","M (L), ST (C)",18,"1,260",86%,0.07,0.06,3,1.36,0.14,21%,0.71,26%,3.77,0.57,0.79,0.09,0,2.5,90%,0.64,0,0,4,43%,1.71,0.07,4.29,21.36,14.36,3.14,12.8km,3.29,12.64,-,-,-,-
34011589,Wahbi Khazri,33,75 kg,182 cm,,-,TUN,Ligue 1 McDonald's,Montpellier,"€3,470,000 p/a",30/6/2024,AM (LC),-,16,"1,311",83%,-,0.23,2.13,0.89,0.41,20%,0.62,10%,-0.48,0.69,0.55,0.17,0,1.58,82%,0.76,0,0,5.42,14%,0.76,0.55,3.43,21.42,12.84,3.09,12.1km,2.13,11.81,-,-,-,-
43317758,Gianluca Gaetano,24,74 kg,183 cm,,-,ITA,Serie A enilive,Cagliari,"€190,000 p/a",30/6/2024,M/AM (C),-,21,"1,846",84%,0.2,0.14,1.61,0.98,0.29,17%,0.2,17%,1.64,0.63,0.44,0.16,0,1.02,46%,0.59,0.05,0,6.14,18%,1.12,0.24,8.68,21.4,13.99,1.9,13.0km,2.78,10.82,-,-,-,-
43193946,Youssef Maleh,26,70 kg,179 cm,,-,MAR,Serie A enilive,Empoli,"€1,300,000 p/a",30/6/2024,"DM, M/AM (C)","DM, AM (C)",20,"1,514",86%,0.18,0.26,4.28,1.9,0.59,9%,0,6%,-1.26,0.24,0.36,0.13,0,1.84,76%,1.25,0.06,0.42,4.16,34%,1.43,0.3,10.34,15.22,9.63,0.54,11.8km,2.79,10.46,-,-,-,-
27128916,Abdul Mumin,26,80 kg,188 cm,,-,GHA,LaLiga EA SPORTS,Vallecano,"€631,000 p/a",30/6/2025,D (C),-,20,"1,800",93%,0.1,0.02,5.9,0.25,-,50%,0.1,-,-0.64,0.1,0.05,0.03,1,0.8,55%,1.05,0.35,0.75,6.95,65%,4.5,0.4,14.9,3.95,4.5,0.15,11.3km,1.2,2.75,-,-,-,-
67263766,Sergio Carreira,24,67 kg,170 cm,,-,ESP,LaLiga EA SPORTS,Vigo,"€1,366,000 p/a",30/6/2028,D/WB (R),-,21,"1,848",88%,-,0.1,4.38,1.31,0.29,8%,0.54,-,-0.76,0,0,0.04,0,3.12,78%,1.02,0.15,0.05,2.63,24%,0.63,0.78,8.91,15.29,17,2.39,12.6km,3.02,12.27,-,-,-,-
43091093,Mattia Bani,31,79 kg,188 cm,,-,ITA,Serie A enilive,Genoa,"€1,300,000 p/a",30/6/2025,D (C),-,21,"1,819",91%,0.05,0.03,3.61,0.25,0.15,50%,0.05,-,-0.5,0,0.05,0.02,0,0.99,91%,0.84,0.1,0.45,7.62,71%,5.39,0.69,14.55,3.56,4.65,0.05,10.9km,0.64,2.13,-,-,-,-
49048445,Arnaud Kalimuendo,22,78 kg,175 cm,,-,FRA,Ligue 1 McDonald's,Rennes,"€1,300,000 p/a",30/6/2026,ST (C),-,17,"1,349",84%,0.07,0.13,1,0.8,0.33,0%,0,16%,1.48,1.27,0.8,0.37,0,1.53,77%,0.07,0,0.07,7.14,30%,2.13,0.07,2.67,17.55,5.8,0.67,11.3km,2.07,6.47,-,-,-,-
24052869,Ardian Ismajli,28,80 kg,185 cm,,-,ALB,Serie A enilive,Empoli,"€1,670,000 p/a",30/6/2027,D (C),-,21,"1,890",90%,-,0,4.14,0.29,0.05,33%,0.05,17%,-0.18,0.05,0,0.06,0,1.57,67%,1.38,0.38,0.76,7.19,73%,5.24,0.33,12.14,3.24,5,0.29,11.5km,1.81,3.71,-,-,-,-
67257704,Abdelkabir Abqar,25,80 kg,188 cm,,-,MAR,LaLiga EA SPORTS,Alavés,"€828,000 p/a",30/6/2026,D (RC),D (R),19,"1,710",89%,0.11,0.04,3.47,0.58,0.11,-,0,-,-0.28,0.05,0.16,0.01,0,0.89,85%,1.37,0.16,1.11,8.42,81%,6.84,0.89,13.74,3.68,5.47,0.11,11.4km,0.79,2.47,-,-,-,-
67196202,Kike Barja,27,74 kg,178 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€539,000 p/a",30/6/2025,M/AM (RL),-,19,"1,450",82%,0.5,0.16,4.34,1.24,0.25,13%,0.25,11%,-0.15,0.12,0.12,0.07,0,2.79,87%,0.74,0,0.19,6.33,28%,1.8,0.37,5.4,13.97,15.33,3.85,13.3km,3.54,12.6,-,-,-,-
67213140,Kike,27,80 kg,184 cm,,-,ESP,Serie A enilive,Venezia,"€266,000 p/a",30/6/2024,M/AM (C),AM (C),17,"1,331",86%,-,0.05,3.38,1.62,0.14,15%,0.14,27%,2.28,0.54,0.14,0.05,0,1.49,73%,0.74,0.07,0.07,3.92,50%,1.96,0.27,12.04,14.27,10.55,1.15,12.5km,2.3,11.36,-,-,-,-
29071914,Jack Stephens,30,84 kg,185 cm,,-,ENG,English Premier League,Southampton,"€1,274,000 p/a",30/6/2026,"D (C), DM",DM,22,"1,907",92%,0.05,0.04,4.2,0.38,0.05,0%,0,-,-0.71,0.05,0.14,0.03,1,0.99,72%,1.27,0.14,0.52,6.28,70%,4.39,0.85,10.29,5.29,6.14,0.28,11.8km,1.04,3.96,-,-,-,-
67222737,Javi Puado,26,69 kg,179 cm,,-,ESP,LaLiga EA SPORTS,Espanyol,"€338,000 p/a",30/6/2024,"AM (RLC), ST (C)",AM (RLC),21,"1,396",84%,0.06,0.1,2.9,1.81,0.13,9%,0.26,9%,-0.3,0.97,0.64,0.21,0,2.9,85%,0.39,0.06,0,4.26,20%,0.84,0.19,3.8,21.86,13.09,2.19,11.5km,3.61,12.18,-,-,-,-
48036651,Elisha Owusu,27,72 kg,182 cm,,-,GHA,Ligue 1 McDonald's,AJ Auxerre,"€197,000 p/a",30/6/2026,"DM, M (C)",-,17,"1,465",91%,-,0.04,4.18,0.37,0.18,50%,0.12,-,-0.3,0,0.06,0.02,0,2.03,70%,0.49,0,0.31,3.93,59%,2.33,0.37,10.08,9.71,11.86,0.98,12.7km,2.46,10.14,-,-,-,-
91204520,Merlin Röhl,22,77 kg,192 cm,,-,GER,Bundesliga,SC Freiburg,"€1,382,000 p/a",30/6/2028,M (C),-,12,"1,050",88%,-,0.18,2.14,1.03,0.34,17%,0.09,6%,-0.85,0.6,0.26,0.16,0,2.06,75%,0.77,0.09,0.17,3.09,50%,1.54,0.43,10.63,17.57,12.26,1.63,12.7km,3.26,10.46,-,-,-,-
316742,Dante,41,89 kg,188 cm,,-,BRA,Ligue 1 McDonald's,OGC Nice,"€975,000 p/a",30/6/2024,D (C),-,22,"1,980",91%,0.18,0.16,4.86,0.41,0.09,0%,0,9%,-0.41,0.18,0.09,0.06,0,1.36,83%,1.09,0.27,0.91,6.45,79%,5.09,0.5,16.32,4.5,6.32,0.23,11.3km,1.09,3.36,-,-,-,-
67211739,Fernando Calero,29,71 kg,183 cm,,-,ESP,LaLiga EA SPORTS,Espanyol,"€1,476,000 p/a",30/6/2026,D (C),-,21,"1,844",91%,0.05,0.03,4.44,0.34,-,100%,0.05,50%,0.73,0.1,0.05,0.01,0,1.32,84%,1.17,0.2,0.93,6.74,69%,4.64,0.78,13.18,4.64,5.03,0.1,11.3km,1.07,3.71,-,-,-,-
19258927,Caio Henrique,27,68 kg,179 cm,,-,BRA,Ligue 1 McDonald's,AS Monaco,"€1,964,000 p/a",30/6/2026,D/WB (L),-,22,"1,954",88%,0.05,0.13,5.67,2.12,0.09,18%,0.92,-,-1.39,0.09,0.09,0.06,0,3.59,80%,1.29,0.09,0.14,2.67,52%,1.38,0.32,11.47,15.29,14.97,2.21,12.8km,3.96,13.31,-,-,-,-
27088224,Mads Pedersen,28,72 kg,174 cm,,-,DEN,Bundesliga,Augsburg,"€997,000 p/a",30/6/2026,D/WB (L),-,16,"1,383",84%,0.07,0.08,5.34,0.85,0.26,9%,0.2,-,0,-,0,0,0,3.06,89%,1.5,0.2,0.13,3.58,38%,1.37,1.04,11.91,14.77,16.98,2.21,12.4km,2.08,8.98,-,-,-,-
14078688,Franco Cervi,30,60 kg,167 cm,,-,ARG,LaLiga EA SPORTS,Vigo,"€2,493,000 p/a",30/6/2025,M/AM (L),-,18,"1,583",85%,0.17,0.07,2.16,1.42,0.23,14%,0.57,7%,-1.17,0.28,0.63,0.18,1,2.39,74%,0.97,0,0.11,5.63,11%,0.63,0.4,3.75,30.7,15.12,2.44,12.3km,3.35,13.47,-,-,-,-
62166400,Erhan Mašović,26,82 kg,189 cm,,-,SRB,Bundesliga,VfL Bochum,"€947,000 p/a",30/6/2025,"D (C), DM",DM,15,"1,341",92%,-,0.06,3.49,0.27,0.13,-,0,-,-0.22,0,0.13,0.01,0,1.21,72%,0.94,0.34,1.14,6.11,76%,4.63,0.27,16.44,3.22,6.24,0.13,12.1km,1.34,3.29,-,-,-,-
43424702,Edoardo Bove,22,68 kg,176 cm,,-,ITA,Serie A enilive,Fiorentina,"€1,550,000 p/a",30/6/2027,"DM, M (C)",-,18,"1,485",91%,-,0.09,5.27,1.03,-,17%,0.06,-,-1.68,0.18,0.3,0.1,0,2.06,83%,0.79,0.18,0,2.61,21%,0.55,0.48,11.58,6.85,12.3,1.09,12.8km,2.55,9.64,-,-,-,-
16135875,Sandi Lovrić,26,75 kg,180 cm,,-,SVN,Serie A enilive,Udinese,"€900,000 p/a",30/6/2026,"DM, M/AM (C)",DM,16,"1,291",91%,0.07,0.19,5.23,0.91,-,50%,0.21,-,-0.15,0.07,0.21,0.01,0,2.44,80%,0.84,0.14,0.14,2.79,65%,1.81,0.42,10.11,7.25,12.13,0.77,13.4km,3.07,9.2,-,-,-,-
36095783,Giorgos Masouras,31,75 kg,179 cm,,-,GRE,Bundesliga,VfL Bochum,"€1,092,000 p/a",30/6/2026,"AM (RL), ST (C)",ST (C),17,"1,375",85%,0.13,0.12,3.01,1.18,0.33,15%,0.65,8%,-0.54,0.65,0.65,0.17,0,2.81,90%,0.33,0,0,5.83,27%,1.57,0.46,4.12,23.37,15.38,2.75,12.6km,3.4,11.91,-,-,-,-
26030142,Grigoris Kastanos,26,71 kg,179 cm,,-,CYP,Serie A enilive,Hellas Verona,"€190,000 p/a",30/6/2025,M/AM (RC),M/AM (R),19,"1,676",84%,-,0.14,3.92,1.66,0.38,9%,0.11,-,-2.03,0.11,0.32,0.11,0,1.83,71%,0.97,0,0.11,3.01,29%,0.86,0.32,10.63,15.25,11.76,0.81,12.6km,2.9,11.01,-,-,-,-
16199712,Gideon Mensah,26,64 kg,178 cm,,-,GHA,Ligue 1 McDonald's,AJ Auxerre,"€350,000 p/a",30/6/2025,D (L),-,17,"1,460",85%,-,0.07,4.87,1.29,0.12,15%,0.43,-,-0.05,0.06,0,0,0,3.27,90%,1.54,0.12,0.12,3.64,63%,2.28,0.8,9.68,18.99,16.15,1.91,13.5km,2.47,9.55,-,-,-,-
49037827,Sofiane Diop,24,65 kg,175 cm,,-,MAR,Ligue 1 McDonald's,OGC Nice,"€1,040,000 p/a",30/6/2025,"M (RL), AM (RLC)","M (R), AM (RC)",22,"1,601",87%,-,0.07,2.25,1.12,0.22,7%,0,20%,3.82,1.18,0.9,0.23,0,1.29,59%,0.67,0.06,0,4.16,35%,1.46,0.28,9.16,18.27,13.04,2.14,13.2km,3.43,11.58,-,-,-,-
62215974,Jaka Bijol,25,85 kg,190 cm,,-,SVN,Serie A enilive,Udinese,"€1,030,000 p/a",30/6/2026,D (C),-,19,"1,710",92%,-,0.02,4.42,0.26,0.11,0%,0,33%,1.32,0.11,0.05,0.04,0,1.37,72%,1.37,0.42,0.42,6.53,81%,5.26,0.47,13.37,3.42,6.42,0.05,11.5km,1.37,3.32,-,-,-,-
63029157,Dominik Greif,27,82 kg,197 cm,,-,SVK,LaLiga EA SPORTS,Mallorca,"€368,000 p/a",30/6/2024,GK,-,20,"1,774",76%,-,0,0,0.05,-,-,-,-,0,-,-,0,0,0.05,33%,4.41,0,0,-,-,-,-,3.55,8.22,0,-,6.0km,0,0,11,43,17,-0.27
37065498,Zakaria Aboukhlal,24,73 kg,179 cm,,-,MAR,Ligue 1 McDonald's,Toulouse FC,"€344,000 p/a",30/6/2025,"AM (RL), ST (C)",-,17,"1,402",83%,0.06,0.1,2.12,1.09,0.32,19%,0.51,6%,-2.05,0.58,0.9,0.26,0,2.12,85%,0.71,0.06,0,4.69,41%,1.93,0.58,3.66,21.18,15.66,2.5,12.5km,2.82,13.16,-,-,-,-
43424893,Lorenzo Colombo,22,74 kg,183 cm,,-,ITA,Serie A enilive,Empoli,"€560,000 p/a",30/6/2024,"AM (R), ST (C)",AM (R),19,"1,408",86%,-,0.09,1.41,1.09,0.13,22%,0.32,8%,0.32,1.28,1.21,0.17,0,1.92,88%,0.32,0,0.32,7.35,42%,3.07,0.06,1.85,15.66,8.57,1.28,12.3km,2.3,7.8,-,-,-,-
85057778,Hassane Kamara,30,67 kg,168 cm,,-,CIV,Serie A enilive,Udinese,"€1,150,000 p/a",30/6/2025,D/WB/M/AM (L),M/AM (L),18,"1,343",88%,0.13,0.12,2.41,1.41,0.07,7%,0.27,13%,0.52,0.8,0.47,0.11,0,2.35,70%,0.94,0.07,0.07,5.76,33%,1.88,0.6,6.1,22.25,15.35,2.75,12.1km,3.48,13.4,-,-,-,-
14196664,Leonardo Balerdi,25,76 kg,187 cm,,-,ARG,Ligue 1 McDonald's,Marseille,"€1,495,000 p/a",30/6/2027,D (C),-,17,"1,530",93%,0.18,0.02,4.06,0.35,0.06,-,0,-,0,-,0,0,0,0.82,58%,0.94,0.35,0.71,6.71,82%,5.47,0.71,15.41,2.94,4.82,-,11.4km,0.76,2.59,-,-,-,-
