name,uid,pressures,tackleRating,posessionWonPer90,ballRetention,progressivePassesPer90,keyPasses,passesPercent,badges,ratingScores
Bjarne Roth,2002075037,60.63,5.27,60.07,70.57,16.79,34.42,36.99,,{}
Liam Aubele,2002125610,78.78,15.95,29.38,24.58,34.93,92.16,36.99,,{}
Yonni La Barbera,2000270838,22.81,18.98,4.62,0.51,6.39,40.72,6.25,,{}
Cristiano Almeida,2002072526,41.98,44.22,57.79,57.04,82.65,60.45,75.7,,{}
Gabriel Barès,84154302,5.08,38.15,4.06,59.93,4.62,21.18,4.85,,{}
Matteo Loreti,2002133921,1.49,96.83,1.4,52.99,1.45,1.63,1.45,,{}
Valdemar Byskov,2000140078,17.07,32.84,6.3,25.47,7.04,42.26,6.25,,{}
Marco Borba,2002073401,49.35,18.98,91.84,76.73,36.94,44.03,29.38,,{}
Brian De Keersmaecker,18110846,79.15,79.29,64.09,49.3,23.09,41.42,29.38,,{}
Lautaro Reyes,2002127307,92.58,69.96,67.44,35.07,87.69,96.97,45.76,,{}
David Arredondo,2000217267,66.23,50.7,74.21,39.88,46.04,86.66,17.3,,{}
Giannis Gavalas,2002134254,67.91,18.98,82.56,74.3,59.89,49.07,36.99,,{}
Alejo Prado,2002146642,13.01,75.09,91.56,64.65,56.39,17.44,17.3,,{}
Romain Perret,2000126677,64.32,38.15,20.62,16.37,11.05,71.32,17.3,,{}
Álex Alba,2000125132,17.77,50.7,70.52,67.4,34.65,15.02,29.38,,{}
Bruno Leyes,14243661,71.83,50.7,42.54,44.73,61.71,68.8,75.7,,{}
Sacha Bansé,2000046732,3.54,82.93,3.31,50.51,3.31,6.81,2.52,,{}
Ilyas Bouazzaoui,2000299242,31.39,79.29,56.81,79.62,20.71,35.59,22.67,,{}
Mario Barlocco,2000278405,98.55,75.09,20.2,6.58,41.7,77.1,45.76,,{}
Filippo Ranocchia,43375253,36.01,44.22,44.54,60.03,14.04,38.43,65.53,,{}
Diego van Zutphen,2000111576,12.17,69.96,55.92,81.67,25.33,6.81,83.96,,{}
Floris Bos,2000226977,11.33,50.7,85.17,83.49,16.56,3.82,29.38,,{}
Stevin Pazo,2000085368,40.11,28.17,63.81,67.96,29.52,46.92,55.55,,{}
Gabriele Paolini,2002126611,99.16,23.27,49.63,6.76,35.12,54.57,8.63,,{}
Maico Quiroz,14238167,39.88,69.96,13.85,15.67,46.36,80.5,75.7,,{}
Narcís Francés,2002163170,45.24,44.22,17.07,7.74,36.71,55.27,36.99,,{}
Svenne Van Poucke,2002072643,1.49,79.29,1.4,52.99,1.45,1.63,2.01,,{}
Matthieu Guillot,2002075097,97.71,64.18,55.74,15.9,18.1,67.86,8.63,,{}
Ayman Rabhi,2000254666,15.63,57.65,8.12,26.21,5.22,24.67,4.85,,{}
Allan Delferrière,2000096301,1.49,98.65,1.4,52.99,1.45,1.63,3.36,,{}
Alfred Riverola,2002073158,29.71,2.71,58.91,71.6,54.52,32.04,36.99,,{}
Filippo Arcioni,2002075398,69.82,79.29,91.09,64.32,68.47,33.07,45.76,,{}
Edgar Fraga,2002124014,57.28,79.29,43.28,47.34,39.04,57.74,65.53,,{}
Amourricho van Axel Dongen,2000041123,97.71,64.18,58.21,10.77,11.47,78.78,17.3,,{}
Mario Lemos,2002144949,65.67,50.7,35.68,47.43,67.82,21.18,83.96,,{}
Francisco Barreiro,2000271965,79.15,96.22,34.89,4.43,49.25,85.63,36.99,,{}
Francisco França,2000027988,83.58,38.15,62.55,70.71,42.02,42.26,75.7,,{}
Federico Monzón,2002146838,20.52,7,40.81,82.04,62.03,8.3,97.99,,{}
Duncan Elliott,2002074976,82.7,23.27,98.65,86.24,70.8,56.53,17.3,,{}
Emiliano Aguirre,2002128074,35.63,38.15,90.76,94.36,64.46,35.59,89.74,,{}
Franco Díaz,2000044409,93.19,3.96,28.87,25.05,38.25,77.89,45.76,,{}
Mauro Bruna,2002074341,9.1,0.14,6.81,12.27,4.8,31.11,36.99,,{}
Cristian Barros Schelotto,2002146846,47.67,92.63,68.7,78.78,70.06,1.63,89.74,anchor,{"anchor":80}
Mattia Mannini,2000184284,74.39,64.18,76.35,82.14,36.33,71.32,75.7,,{}
Szabolcs Márton,2002075626,59.33,38.15,58.4,39.65,73.93,44.03,55.55,,{}
Brendan Healey,2002135377,68.61,18.98,59.56,61.24,93.05,76.31,75.7,,{}
Hamza Bouihrouchane,2000071872,34.56,32.84,30.32,45.57,9.93,44.03,65.53,,{}
Damián Fernández,14222102,22.01,94.31,67.44,87.27,86.01,8.3,97.99,anchor,{"anchor":90}
Ahmed Mounji,2002124638,6.58,50.7,75.33,93.52,58.82,4.38,94.4,,{}
João Pereira,2000047621,60.63,38.15,63.53,59.05,20.1,31.11,36.99,,{}
Lars Jensen,2002123410,16.79,75.09,6.67,71.97,6.67,15.9,4.38,,{}
Luc Netten,2000046674,58.49,57.65,42.12,67.26,63.01,17.96,89.74,,{}
Brandon Baiye,18106029,8.21,50.7,16.84,56.9,14.79,32.04,13.15,,{}
Maurício,2002120536,67.3,82.93,41.51,69.08,59.1,64.04,65.53,,{}
Alexandre Rivière,2002073189,47.15,50.7,51.31,29.48,54.99,61.33,45.76,,{}
Stefano Stridi,2002154085,67.3,44.22,67.91,76.26,65.86,40.16,83.96,,{}
Daniel Pugliese,2000029943,75.51,57.65,51.31,9.1,47.15,94.5,13.15,,{}
Mauro La Sala,2002127337,38.01,18.98,68.98,73.65,93.52,60.45,75.7,anchor,{"anchor":81}
Gabriel Díaz,2002127607,12.55,96.83,5.83,15.81,5.36,51.91,29.38,,{}
Mamadou Faye,2002123061,24.63,57.65,89.09,85.59,78.64,25.56,75.7,anchor,{"anchor":80}
Paulinho,2002132262,52.38,92.63,24.81,20.2,39.97,76.31,17.3,,{}
Christian Jørgensen,2000150160,1.49,97.95,1.4,52.99,1.45,1.63,0.61,,{}
Fernando Ríos,2002156552,16,50.7,70.34,78.03,83.35,77.1,83.96,deep playmaker;anchor,{"deep playmaker":79;"anchor":82}
Agustín Prokop,14220024,89.18,50.7,68.89,38.95,89.79,71.32,55.55,,{}
Kléber Bonjesus,2002152668,4.1,44.22,87.36,91.46,75.42,10.73,97.99,anchor,{"anchor":88}
Matías Gómez,2000107899,63.9,44.22,14.41,17.82,7.88,64.04,22.67,,{}
Danilo Valentini,2002105243,73.23,18.98,74.21,67.02,52.66,64.74,65.53,,{}
Rousimar Sestrem,2002152637,42.72,97.34,85.4,77.85,93.61,22.99,75.7,anchor,{"anchor":82}
Dorian Teixeira,2002123636,20.76,57.65,64.79,79.34,51.07,3.5,94.4,,{}
Saïmon Bouabré,2000183494,53.45,50.7,16.18,30.83,18.28,33.07,65.53,,{}
David Bowers,2002133290,44.36,18.98,7.98,21.69,13.57,89.93,29.38,,{}
Luciano Campos,2000144496,20.52,64.18,65.35,84.65,71.36,52.61,94.4,anchor,{"anchor":83}
Resley Kessels,2000198445,34.1,82.93,25.19,29.24,27.33,49.72,36.99,,{}
Davide Domenici,2002134093,44.36,75.09,39.13,58.91,15.53,51.91,83.96,,{}
Joseph Nonge Boende,2000103266,1.49,75.09,1.4,52.99,1.45,1.63,1.45,,{}
Jeppe Corfitzen,2000126871,11.8,95.34,5.08,16.46,6.02,55.27,6.25,,{}
Esteban Bianchi,2002146875,41.42,15.95,9.1,9.7,76.82,90.95,45.76,,{}
Fabián Rodrigo,2002136264,66.7,15.95,61.19,41.09,62.5,74.77,55.55,,{}
Eduard Gonzi,2002153586,6.34,3.96,69.31,87.55,50.14,18.33,89.74,,{}
Kiano Dyer,2000273472,47.67,2.71,52.24,63.11,65.49,53.96,36.99,,{}
Julio Cano,2002134914,18.94,23.27,81.67,84.1,37.22,6.25,75.7,,{}
Sergio Mostarda,2002101828,41.98,57.65,60.63,78.68,26.4,16.84,75.7,,{}
Samuel Lucero,2000118156,24.39,64.18,61.61,85.21,49.81,22.48,89.74,,{}
Rudi Almeida,2000144735,99.16,75.09,91.32,40.9,77.52,60.45,36.99,destroyer,{"destroyer":89}
Aldo Guerrini,2002144653,28.26,95.34,86.8,68.56,14.27,27.57,29.38,,{}
Ryan Barry,2002123391,7.74,88.81,56.48,85.49,38.11,13.11,75.7,,{}
Gregory Jansen,2002104182,29.71,7,11.89,23.46,19.87,71.32,29.38,,{}
Gastón Parafita,2002136262,13.01,50.7,83.07,90.44,80.27,5.83,83.96,anchor,{"anchor":85}
Gaspar Aguilar,2002127732,25.19,28.17,77.71,85.91,76.59,70.48,89.74,deep playmaker;anchor,{"deep playmaker":78;"anchor":84}
Lautaro Zalazar,2002146709,23.69,0.7,7.04,17.12,7.79,43.47,36.99,,{}
Narcís Amagat,2002072500,95.94,50.7,49.49,50.23,84.61,83.3,55.55,,{}
Lima,2002121036,73.23,38.15,61.19,60.31,68.33,97.81,29.38,,{}
Charles,19305263,12.36,88.81,13.67,70.43,16.42,27.57,10.35,,{}
João Paulo,2002120677,16.65,12.27,61.94,56.67,46.04,15.9,29.38,,{}
Bamo Meïté,2000018252,24.86,18.98,63.81,75.23,42.91,13.85,65.53,,{}
João Pedro,2002120602,26.31,0.7,18.42,37.27,82.14,58.68,83.96,,{}
Javier Brannigan,2002153876,90.07,28.17,67.44,46.69,42.91,30.46,22.67,,{}
Emil Rohd,2000126880,5.27,75.09,3.68,31.48,5.55,28.92,4.85,,{}
Gonzalo Quinteros,2000249023,21.18,94.31,78.54,88.01,72.53,9.84,83.96,anchor,{"anchor":82}
Tomás O'Connor,14229542,77.15,5.27,65.11,68.42,68.05,57.74,55.55,,{}
Aimar Sesma,2002099368,25.05,50.7,49.39,62.17,55.55,26.12,75.7,,{}
Manolo Serna,2002101603,51.12,1.03,63.81,72.99,34.65,59.14,45.76,,{}
Eric da Silva,2002122511,52.99,12.27,18.42,27.19,39.65,87.5,45.76,,{}
Gustavo Villarroel,2000148512,66.7,92.63,47.2,33.58,63.29,90.39,75.7,,{}
Yasin Karabulut,2002133225,21.74,44.22,63.01,58.82,34.1,11.75,7.56,,{}
Federico Recalde,2002105184,50.09,57.65,22.71,40.81,45.52,40.16,83.96,,{}
Cléber,2002121113,17.77,18.98,9,28.54,5.69,35.07,55.55,,{}
Álvaro Muñoz,2002125927,33.63,12.27,44.17,17.68,21.04,50.47,13.15,,{}
Quim Junyent,2000297440,54.43,44.22,17.4,9.38,34.65,39.09,29.38,,{}
Marouane Balouk,18107453,10.12,50.7,22.48,73.37,6.2,25.14,5.46,,{}
João Teixeira,2000190592,71.27,57.65,88.29,76.35,19.17,40.72,29.38,,{}
José Ricardo,2002101692,88.62,44.22,16.37,38.29,10.03,42.26,75.7,,{}
Kevin Moyano,2000147399,78.78,18.98,80.74,66.84,95.99,39.6,65.53,,{}
Juan Cruz Duarte,2002128099,21.74,12.27,99.21,97.81,54.1,9,65.53,,{}
Alfredo Roquero,2000193221,16,32.84,96.78,87.73,88.48,17.44,83.96,anchor,{"anchor":87}
Jochie de Gelder,2002073693,20.01,69.96,67.21,74.86,35.73,9.84,55.55,,{}
Peru Sola,2002104443,63.62,28.17,38.85,33.35,27.33,52.61,36.99,,{}
Noa Rip,2002103973,65.35,50.7,15.25,13.29,28.36,50.47,7.56,,{}
Maximilian Knoop,2002099594,29.9,38.15,41.93,64.65,32.6,9.84,65.53,,{}
Mirco Dolci,2002144605,78.45,23.27,51.96,59.33,37.08,39.6,55.55,,{}
Moses Mohammed,2002124367,47.67,23.27,14.51,26.59,11.29,63.25,22.67,,{}
David Luiz,2002121782,24.16,28.17,5.64,22.99,6.11,39.6,45.76,,{}
Lucas Cano,2002128829,43.14,32.84,62.36,61.15,76.4,50.47,75.7,,{}
Dani Gómez,2002124757,63.9,44.22,75.42,66.18,70.06,84.19,45.76,,{}
Julio Messina,2002074617,65.35,64.18,27.01,26.21,48.32,81.02,55.55,,{}
André Santos,2002075081,8.02,92.63,55.08,70.15,33.63,18.33,55.55,,{}
Rodrigue Essomba,2002072381,75.84,15.95,55.74,76.82,60.12,55.27,65.53,,{}
Zoran Dukić,2002123100,18.42,50.7,71.83,81.39,46.6,19.03,55.55,,{}
Leonel Pavón,2002106441,79.85,88.81,41.18,32.14,58.44,93.38,75.7,,{}
Beto,2000311178,78.45,75.09,54.38,42.68,74.11,66.51,55.55,,{}
Jeffrey Boleij,2002126252,5.64,23.27,40.53,79.43,83.91,12.36,99.72,anchor,{"anchor":88}
Ariel González,2000240540,21.5,23.27,49.81,75.09,78.87,30.46,83.96,anchor,{"anchor":79}
Mateo Seoane,14236224,43.84,50.7,83.26,82.98,40.58,70.48,55.55,,{}
Felipe,2002131986,27.52,32.84,10.45,23.37,16.14,60.45,45.76,,{}
Daniel Sousa,2002102928,47.67,38.15,15.95,27.85,19.87,76.31,36.99,,{}
Antonin Berger,2002072384,75.84,32.84,69.17,72.2,75.98,45.76,55.55,,{}
Joël-Emmanuel Coulibaly,2000289214,71.83,12.27,72.48,55.08,89.04,66.51,45.76,,{}
Pereira,2002120763,43.84,69.96,37.87,39.23,90.21,88.9,36.99,,{}
Ronald,2000071099,56.3,79.29,70.66,55.18,25.79,57.14,22.67,,{}
Sergio González,2002101908,76.31,23.27,92.07,69.45,65.07,36.01,22.67,,{}
Mauro Rossi,2002136259,82.7,57.65,56.02,46.55,44.03,78.78,75.7,,{}
Khalil Fayad,2000006178,48.88,0.28,18.1,27.1,30.88,44.92,55.55,,{}
Glenn Stumpf,2002075443,11.33,64.18,55.5,78.22,61.01,9,83.96,,{}
Jorge Machín,2002074051,72.81,96.22,73.46,25.89,20.2,73.04,17.3,destroyer,{"destroyer":81}
Thiago Martínez,2000252019,62.22,32.84,89.37,65.39,85.07,82.46,29.38,,{}
Gustavo Albarracín,2000185733,37.41,38.15,72.15,75.42,94.12,43,75.7,anchor,{"anchor":82}
Martin Green,2002123937,22.53,23.27,9.98,71.36,10.17,37.08,6.25,,{}
Natan Benazzi,2002161130,36.01,7,22.71,37.27,52.99,88.34,75.7,,{}
Gaetano Cappelli,2002133978,58.49,50.7,21.78,35.63,17.26,55.97,36.99,,{}
Fernando Moreyra,14221621,69.82,1.03,64.27,63.67,83.12,26.12,83.96,,{}
Philippe Santiago,2002072480,65.35,38.15,77.38,58.44,38.81,28.92,36.99,,{}
Matheus Ferreira,2000218638,35.77,15.95,32.42,57.42,99.3,62.17,83.96,,{}
Tomás López,2000277235,31.39,44.22,90.53,91.65,78.87,59.14,89.74,anchor,{"anchor":87}
Daniel Insfrán,2000294350,20.9,12.27,8.91,2.05,18.7,94.03,29.38,,{}
Ezequiel González,2000071321,67.3,32.84,15.39,43.61,46.6,68.8,94.4,,{}
Xavi Espart,2000298787,66.23,12.27,44.4,49.67,45.24,37.73,22.67,,{}
Adam Sutter,2002072521,87.97,15.95,17.63,14.41,12.83,58.26,36.99,,{}
Dinis Braga,2002162484,28.73,3.96,5.46,8.72,8.58,32.04,29.38,,{}
Antonio Femenías,2002126279,9.65,50.7,85.54,67.26,30.5,5.32,22.67,,{}
Tobías Rubio,2000045678,23.69,90.81,73.83,74.58,75,37.08,45.76,,{}
Leandro Borrelli,2002136540,8.91,69.96,86.05,88.67,63.9,5.83,94.4,,{}
Enzo Benítez,2000148350,7.14,28.17,82.56,77.1,86.01,17.44,75.7,anchor,{"anchor":80}
Mateo Cáceres,14227181,71.83,50.7,58.63,55.27,28.13,62.17,55.55,,{}
Mauro Castellanos,2002073971,53.45,5.27,47.01,46.13,84.89,65.21,75.7,,{}
Francisco Cortés,2002134915,46.27,3.96,70.52,57.14,87.55,87.03,55.55,,{}
Théo Cenci,18110542,3.4,99.72,3.4,44.64,3.22,3.31,4.01,,{}
Guilherme,2000027008,40.63,75.09,65.9,44.92,85.73,87.03,65.53,,{}
David Sogorb,2002099365,32,50.7,88.53,80.13,71.64,17.44,45.76,,{}
Nurettin Yeşilçay,2002099532,83.21,57.65,78.82,77.94,39.97,35.59,75.7,,{}
Rafael Camacho,2000303373,37.64,64.18,25.61,42.77,8.4,51.21,65.53,,{}
Søren Kristoffersen,2002144224,3.54,97.95,9.38,81.2,6.58,6.81,10.35,,{}
Marco Lodi,2002162531,55.46,69.96,33.49,25.79,27.61,62.73,29.38,,{}
Anderson,2002152735,5.83,82.93,70.94,84.33,87.69,10.73,94.4,anchor,{"anchor":89}
Yaël Thébault,2000289509,26.77,64.18,79.8,75.09,57.23,5.32,22.67,,{}
Daniel Mancinelli,2002074074,94.64,92.63,84,35.63,78.64,98.18,22.67,destroyer,{"destroyer":90}
Aiman Souiri,29233083,4.24,96.22,4.9,69.17,3.92,9.84,4.01,,{}
Mamédio Salvadore,2002131990,81.62,8.96,43.75,36.33,31.48,32.04,29.38,,{}
Maarten Swerts,18115754,7.14,57.65,16.65,74.39,17.86,26.12,13.15,,{}
José Fernández,2002105343,51.73,64.18,19.78,22.39,11.66,34.42,55.55,,{}
Horacio Martínez,2002127267,54.43,75.09,59.56,58.26,98.83,83.77,75.7,,{}
Ruan Oliveira,19363634,3.87,79.29,3.59,39.97,3.68,11.75,2.52,,{}
Kevin Schlosser,2002073411,81.95,50.7,76.17,73.23,26.4,19.64,75.7,,{}
Enzo Keutgen,2000261998,60.17,38.15,68.7,58.72,71.18,46.27,75.7,,{}
Alejandro Villalba,2000049727,10.12,98.32,36.1,80.83,78.36,16.84,94.4,anchor,{"anchor":85}
Marcos Abraham,2002136252,39.55,57.65,59.75,72.71,80.83,38.43,83.96,anchor,{"anchor":79}
Amund Midtgård,2002153556,17.77,44.22,85.54,63.85,32.37,12.36,10.35,,{}
Alessio Trimboli,2002102834,20.29,88.81,87.08,80.36,30.5,15.53,55.55,,{}
Leonel Pérez,2000194811,40.11,15.95,22.25,31.95,32.14,67.86,55.55,,{}
Haroldo Bran,2002074557,89.55,64.18,79.8,34.75,79.38,61.33,36.99,,{}
Luis Sequeira,14223037,4.52,88.81,4.34,24.16,3.59,13.11,0.98,,{}
Ahmet Kan,2002143928,19.59,44.22,83.72,77.57,47.62,17.44,36.99,,{}
Youssif Dikeni,2000297453,19.4,3.96,90.76,87.36,57.23,19.03,75.7,,{}
José Carlos,2002143052,30.97,5.27,12.55,21.18,9,44.03,29.38,,{}
Sebastian Lodberg,2000303067,1.49,38.15,1.4,52.99,1.45,1.63,1.45,,{}
Raúl Páez,2002146641,62.22,64.18,39.46,62.92,38.53,85.63,65.53,,{}
Nicolás Aguilera,2002104971,64.88,64.18,10.82,32.32,48.13,74.11,89.74,,{}
Mark Verkuijl,2000179625,36.94,32.84,43,65.02,60.35,33.07,83.96,,{}
Olufemi Offor,2002125112,13.43,50.7,54.71,56.48,16.65,4.85,8.63,,{}
Jorge Alberto,2002120507,8.58,69.96,90.9,90.53,85.31,19.03,83.96,anchor,{"anchor":87}
Román Suárez,2002074584,18.94,23.27,93.89,97.43,56.95,15.02,89.74,,{}
Emanuel Silva,2002075326,18.8,12.27,56.2,81.02,42.44,22.99,83.96,,{}
Paulo,2002143181,59.33,1.35,13.67,45.85,49.39,48.41,83.96,,{}
Juan Carlos Lemos,2002146951,55.92,75.09,31.58,26.91,99.58,82.46,55.55,,{}
Nassim El Harmouz,2000275045,95.15,12.27,28.96,35.96,46.92,46.92,65.53,,{}
Iván García,2002127366,15.3,28.17,99.49,99.3,46.04,4.38,75.7,,{}
Lars Andersen,2000033222,8.02,79.29,4.48,50.98,4.43,5.32,3.64,,{}
Jordan Atangana,2002123713,87.97,50.7,26.63,22.06,12.69,53.31,29.38,,{}
Konstantin Malakhov,2002073113,60.17,32.84,33.02,62.45,76.59,20.15,75.7,,{}
Joaquín Bustos,2002127400,22.29,8.96,78.82,89.79,70.38,11.33,83.96,anchor,{"anchor":81}
Patati,19407328,44.36,57.65,13.29,0.61,21.78,79.9,8.63,,{}
Clement Papin,2002099915,58.49,88.81,44.92,60.49,39.04,32.04,55.55,,{}
Juniel Martha,2002154562,81.02,7,25.42,5.55,18.52,80.5,22.67,,{}
Lars Mølgaard,2002172125,3.31,98.32,3.92,64.23,3.4,3.5,3.64,,{}
Karim Hiti,2002072870,96.32,44.22,86.52,79.52,29.24,57.14,65.53,,{}
Kevin Zeroli,2000103118,33.63,75.09,45.94,47.15,11.99,29.48,45.76,,{}
Guillermo Pisani,2002128505,27.05,28.17,30.64,30.92,25.51,87.97,29.38,,{}
Pedro Sousa,2002124019,14.69,75.09,57.09,79.99,51.07,7.88,83.96,,{}
Sérgio Meireles,2000127325,43.84,23.27,53.87,67.68,45.24,47.67,83.96,,{}
Gastón Lezcano,2002146678,86.99,95.34,36.52,39.51,54.1,80.5,36.99,,{}
Albert Lodberg,2000303025,6.2,95.34,8.35,59.19,7.98,7.88,4.01,,{}
Estêvão Brunheta,2002075432,44.36,69.96,87.5,77.71,41.7,29.94,83.96,,{}
Sulaiman Eze,2002099468,16.37,57.65,88.53,92.49,51.35,4.85,83.96,,{}
Amidou Doumbouya,2000290350,51.73,88.81,71.64,75.98,57.23,7.88,75.7,,{}
Cristian,2002120008,40.63,1.73,70.34,42.58,56.39,36.01,22.67,,{}
Frankie Sanders,2002123389,1.49,0.05,1.4,52.99,1.45,1.63,0.61,,{}
Mathis Fosté,2000307797,3.13,86.05,3.13,47.81,3.13,3.82,3.03,,{}
João,2002170898,69.31,88.81,67.72,68.14,99.49,90.95,83.96,,{}
Juan Alegre,2002136214,54.43,57.65,40.9,65.9,91.56,76.31,89.74,,{}
Djamel Abdallah,2002133465,81.02,18.98,45.2,48.09,38.53,55.97,29.38,,{}
Gerónimo Acevedo,2002156390,48.27,23.27,79.62,84.93,77.01,20.15,75.7,anchor,{"anchor":79}
Pierre,2002162416,38.85,86.05,39.46,40.35,57.23,83.3,55.55,,{}
Leonel Orellana,2002156413,28.73,18.98,75.7,69.82,80.83,60.45,65.53,,{}
Wencho Robertha,2002134493,70.71,57.65,43.14,23.65,28.92,45.76,36.99,,{}
Lucas,2002170894,7.42,96.22,78.08,89.13,99.67,4.85,97.99,anchor,{"anchor":96}
Adrián Filippo,2002156493,28.5,8.96,23.65,31.11,87.45,68.8,65.53,,{}
Rodrigo Cabrera,2000114774,9.42,2.71,82.18,88.95,73.23,15.02,94.4,anchor,{"anchor":86}
Gérson Costa,2002121310,42.72,23.27,62.17,81.48,65.07,41.42,83.96,,{}
Franck Lenoir-Ferre,2002073386,66.7,15.95,25.61,43.61,31.76,33.77,65.53,,{}
Justin von der Hitz,2000180865,37.41,75.09,73.97,32.04,39.37,22.99,17.3,,{}
Diego Navarro,2002136441,99.95,88.81,53.26,24.67,98.55,59.75,45.76,,{}
Fabinho,19377986,52.99,79.29,39.88,45.29,39.65,71.92,36.99,,{}
Dadá,2002162483,16.37,2.71,6.2,18.56,7.7,38.43,36.99,,{}
Sven Janssen,2000111421,30.04,86.05,24.21,35.21,16.42,66.51,36.99,,{}
Rasmus Vestergaard,2002172129,1.49,86.05,1.4,52.99,1.45,1.63,5.46,,{}
Cris,2002161538,75.33,15.95,8.63,17.02,53.4,87.03,65.53,,{}
Siloé Nunes Melo,2002121702,16,96.22,8.12,12.45,7.42,87.5,8.63,,{}
Alex Artaxo,2002122307,13.99,44.22,93.61,84.33,66.18,20.15,29.38,,{}
Alex Sandro,2002161050,34.1,88.81,80.97,75.89,78.17,40.16,65.53,,{}
Nico Laney,2002144118,1.49,32.84,1.4,52.99,1.45,1.63,0.98,,{}
Luís Fernando,2002120914,6.76,82.93,57.42,72.06,30.88,16.42,29.38,,{}
Julián Ferrer,2002104941,27.8,2.71,52.99,59.05,62.64,57.74,75.7,,{}
Alexander Heredia,2002105032,36.94,79.29,81.3,86.94,77.52,4.38,89.74,anchor,{"anchor":85}
João Henrique,2002170983,30.18,32.84,8.35,19.5,51.45,81.76,17.3,,{}
Enzo Hoogveld,2002162984,56.81,82.93,46.74,49.58,79.38,76.31,45.76,,{}
Uesley Gaúcho,19382947,32.28,50.7,36.24,50.42,89.32,95.94,65.53,,{}
Mohammad Ahmadi,2002135443,51.73,38.15,20.76,24.95,8.4,53.31,22.67,,{}
Dininho,2002142749,30.04,88.81,66.93,59.7,99.11,37.08,75.7,,{}
Mamaye Traoré,2002145276,38.48,79.29,76.96,68.89,35.96,22.01,22.67,,{}
Pietro Meloni,2002172452,36.94,38.15,47.39,44.26,54.52,65.21,55.55,,{}
Cabir Türkmen,2002161982,72.43,7,9.47,14.32,12.08,65.81,36.99,,{}
Akwasi Owusu,2000133283,6.11,3.96,3.5,31.58,4.15,15.02,3.03,,{}
Nicolas Verkooijen,2000257578,3.96,82.93,3.92,36.15,5.22,25.56,4.38,,{}
Simone Petriccione,2002172445,89.18,50.7,61.47,52.99,41.37,63.25,29.38,,{}
Nicolás Correa,2002156298,36.01,88.81,83.07,95.01,40.16,15.02,89.74,,{}
Renato,2002120790,39.18,12.27,12.55,21.88,8.82,45.76,45.76,,{}
Alessandro Di Pinto,2002162277,21.5,64.18,45.94,43.38,30.04,16.84,13.15,,{}
Lucas Loureiro,2002170963,31.62,38.15,9.75,21.5,50.14,93,75.7,,{}
Arjen Robben,2002173699,30.97,92.63,16.18,30.41,14.27,7.56,55.55,,{}
Tiago Floro,2002154667,34.1,64.18,59.24,62.27,75.23,43.47,55.55,,{}