name,uid,posessionWonPer90,tackleRating,headersWonRatio,keyPasses,openCrossesRatio,openSucessfullCrosses90,sprints,dribbles,badges,ratingScores
Artem Bulatov,2002161928,75.64,93.03,56.33,73.18,97.32,77.58,67.06,61.05,,{}
Liam Kitching,29174737,21.57,16.09,21.89,28.86,16.63,28.97,82.62,30.04,,{}
Youri Baas,37076141,87.23,37.88,41.09,64.27,14.7,23.71,52.25,22.42,,{}
Ghassan Abbas,2002144222,3.97,91.09,6.12,28.86,73.71,53.76,37.02,45.49,,{}
Joaquín Sosa,78099269,54.08,37.88,69.53,18.78,73.71,28.97,25.43,19.21,,{}
Nikolas Nartey,27135742,5.9,69.85,41.09,49.79,52.15,7.08,26.29,53.76,,{}
Juuso Nousiainen,2002124583,6.97,88.2,7.3,86.59,31.97,79.29,64.06,95.82,,{}
Juan Barinaga,14221546,61.48,37.88,79.51,63.41,16.63,26.93,87.23,50,,{}
Diego Comachi,2000102929,70.49,19.74,49.14,80.26,65.56,64.91,70.71,67.06,,{}
Roger van de Pol,2002126210,50.21,69.85,51.29,51.07,84.66,43.03,16.95,30.9,,{}
Vincent Burlet,2000182981,98.18,53.76,84.66,57.62,28.76,74.46,93.67,83.05,,{}
Max Geschwill,91190724,76.82,19.74,53.65,29.94,23.28,47.1,62.55,61.8,,{}
Adriano Yonezawa,2002119874,41.85,79.61,27.15,97.85,69.64,94.31,96.03,79.94,,{}
Yeremay Alonso,2002135528,15.34,53.76,23.93,17.49,6.65,7.08,14.7,18.35,,{}
Markus Gaidies,2002143915,64.48,37.88,21.89,56.97,47.75,75.11,85.09,59.12,,{}
Saël Kumbedi,2000104915,87.88,8.48,34.87,95.06,61.7,98.39,92.17,94.53,,{}
Arthur Yamaguchi,2002120665,51.39,8.48,79.51,5.36,16.63,15.67,28.43,7.3,,{}
Juan David Cabal,76064373,43.03,62.12,81.97,36.7,61.7,28.97,33.37,23.82,,{}
Osée Cramoisan,2000022441,68.45,69.85,7.3,71.35,61.7,76.61,60.19,60.62,,{}
Archie Brown,29217603,97.75,53.76,98.82,72.53,47.75,82.83,88.73,56.33,,{}
Ibrahim Digberekou,2000116656,25,19.74,91.31,39.81,65.56,47.1,31.44,30.04,,{}
Rodrigo Pinheiro,83228783,74.57,53.76,76.18,28.86,16.63,36.48,76.07,37.12,,{}
Matas Ivanauskas,2002075054,59.44,53.76,10.41,39.81,23.28,50.86,49.89,74.03,,{}
João Ferreira,83257056,97.42,46.24,84.66,78.54,35.94,56.33,87.45,43.78,,{}
Bastien Meupiyou,2000183492,73.93,30.04,93.13,39.81,69.64,56.33,15.77,63.3,,{}
Adlane Delaporte,2002073796,53.76,75.21,45.06,45.71,41.63,49.03,41.85,78,,{}
Guilherme Biro,2000073857,7.4,8.48,3.76,78.54,65.56,74.46,66.85,90.77,,{}
Niccolò Pierozzi,43392081,44.85,84.33,46.89,41.31,35.94,61.05,85.3,68.67,,{}
Patryck Lanza,19384379,72.85,37.88,81.97,25.11,73.71,69.74,89.59,55.47,,{}
Paulo Vitor,2000166137,40.88,46.24,98.28,26.82,6.65,7.08,9.33,12.88,,{}
Nikolas Dyhr,27129140,3.76,96.57,39.16,52.58,28.76,38.63,28.22,39.06,,{}
Douglas Manaças,2002142878,23.93,3.22,24.46,31.65,23.28,40.67,42.81,43.03,,{}
Kenneth Schmidt,91208024,95.6,84.33,84.66,27.68,81.97,61.05,43.67,74.03,wide defender,{"wide defender":88}
Augusto Gallo,2000051171,13.95,24.36,21.89,99.46,91.42,99.25,55.47,96.57,,{}
Mariano Penepil,2000050546,5.69,62.12,9.66,63.41,69.64,45.39,54.83,82.19,,{}
Tiago Djaló,83169969,83.15,88.2,72.53,47,84.66,50.86,34.01,40.77,wide defender,{"wide defender":81}
Jean-Paul Gil,2002124294,29.29,1.29,15.34,68.67,84.66,49.03,39.81,62.45,,{}
Lucas,2002075059,9.98,53.76,4.29,85.09,47.75,80.26,68.35,99.68,,{}
Aarón Quiros,14221503,67.27,30.04,43.03,36.16,73.71,50.86,24.14,39.91,,{}
Valentín Fascendini,2000050072,28.22,88.2,76.18,18.78,6.65,7.08,15.56,19.21,,{}
Arnau Solà,67296656,68.45,30.04,30.9,65.24,73.71,62.88,45.82,57.51,,{}
Juan Manuel,2002125973,73.5,30.04,97.42,47,35.94,71.14,83.15,92.17,,{}
Diego Cabezas,2002122829,30.04,0.86,5.36,76.82,47.75,76.61,27.36,60.3,,{}
Álvaro Ocampo,2000200421,35.41,62.12,89.27,54.4,25.86,65.99,86.59,76.72,,{}
José Vitor,2002152702,42.27,84.33,99.36,98.82,81.97,97.75,77.36,70.6,wing back,{"wing back":85}
Fabricio Santos,2002122854,27.79,10.73,61.27,1.5,6.65,7.08,23.28,13.84,,{}
Pablo Molina,2002136173,63.95,88.2,61.27,20.06,97.85,34.87,42.6,39.06,,{}
Jean Carlos,2002142734,42.6,3.22,41.09,99.03,81.97,99.89,85.52,98.28,wing back,{"wing back":93}
Caine Wollerton,2002133512,18.03,12.98,56.33,13.41,6.65,7.08,11.05,9.12,,{}
Jorge Martínez,2002074043,46.78,53.76,46.89,16.95,28.76,20.39,13.09,12.88,,{}
Raúl Prada,67297972,62.23,46.24,30.9,60.94,23.28,36.48,45.39,34.55,,{}
Ben Phillips,2000040375,45.6,62.12,79.51,15.67,61.7,23.71,25.21,14.59,,{}
Edoardo Pieragnolo,43500623,72.64,79.61,36.91,62.45,65.56,53.76,44.96,40.77,,{}
Mateo Naranjo,2002074603,53.33,30.04,91.31,3.97,97.85,33.05,21.78,22.42,,{}
João Dalla Corte,2000227264,11.59,69.85,46.89,83.37,94.96,56.33,42.17,27.79,,{}
Gonzalo Escudero,2000251840,14.59,79.61,53.65,14.91,97.85,17.49,20.06,17.49,,{}
Patrick Enrici,43375373,17.06,62.12,32.83,35.3,21.14,28.97,44.53,25.32,,{}
Diego Mastrángelo,14254708,31.22,62.12,49.14,9.12,99.36,20.39,9.98,12.88,,{}
Matthew Sorinola,29198195,1.18,91.09,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Nelson Burruchaga,2002074287,11.27,75.21,13.2,83.69,73.71,90.99,90.88,90.13,wing back,{"wing back":86}
Kassoum Ouattara,2000138872,91.74,46.24,28.33,67.38,56.87,84.33,69.21,53.76,,{}
Javier Presedo,2002136168,58.58,12.98,12.23,48.82,90.34,64.91,30.36,38.52,,{}
Santiago Ramos Mingo,14219093,19.1,96.57,84.66,11.27,6.65,7.08,3.76,5.26,,{}
Alan Riveros,2002105168,65.34,94.21,79.51,82.62,28.76,66.95,75.11,88.84,,{}
David Zalazar,14253398,7.83,6.44,29.51,49.79,31.97,53.76,73.18,85.94,,{}
Federico Trivulzio,2002123494,84.44,46.24,66.85,86.16,84.66,71.14,54.18,92.6,,{}
Rainey Breinburg,2000054511,66.85,62.12,9.12,61.7,41.63,67.81,47.75,53.76,,{}
José Roberto,2002075433,16.74,12.98,27.15,33.26,84.66,23.71,37.23,29.29,,{}
Vladimir Stojaković,2002124437,27.36,10.73,93.13,14.91,6.65,7.08,29.94,16.74,,{}
Lautaro Cano,14201744,44.85,37.88,11.48,62.45,79.4,73.28,74.68,48.71,,{}
Sergio Saizar,2002134436,81.87,53.76,64.06,70.92,69.64,62.88,43.88,51.93,,{}
Jason Benjamin,28127127,47.1,8.48,36.91,90.99,19.1,62.88,71.14,85.52,,{}
Loïc Dujardin,2002072482,94.1,46.24,76.18,81.76,73.71,88.52,94.53,96.24,wing back,{"wing back":87}
Jamil Najjar,2000071245,37.45,12.98,76.18,12.45,41.63,17.49,29.29,18.35,,{}
Rickelme,2000218103,86.59,75.21,66.85,89.16,65.56,79.29,75.64,75.11,,{}
Abel Amaya,2000035750,84.23,4.94,21.89,87.88,31.97,87.23,97.1,78.54,,{}
Victor Gabriel,2000085002,80.58,75.21,72.53,14.91,79.4,34.87,21.35,20.71,wide defender,{"wide defender":76}
Juan Francisco Montagud,2002155540,81.01,46.24,64.06,67.38,35.94,77.58,65.56,93.24,,{}
Lucas Gómez,2002136247,22.21,69.85,17.49,97.53,56.87,82.83,86.27,84.23,,{}
Pietro Marocco,2002134328,19.1,10.73,98.82,8.48,6.65,7.08,3.97,5.26,,{}
Serafino Bello,2002133562,82.73,37.88,87.23,22.1,69.64,34.87,6.76,13.84,,{}
Rubén Zamora,2002126173,58.05,84.33,69.53,31.65,56.87,47.1,77.79,25.32,,{}
Miroslav Romic,2002075025,59.44,37.88,61.27,29.94,65.56,71.14,88.09,33.48,,{}
Pontus Texel,2000025157,31.22,75.21,53.65,47,65.56,68.67,63.41,33.48,,{}
Éverton,2002131819,4.61,95.39,3.76,99.89,76.82,99.68,56.33,99.89,,{}
José Luis,2002124486,39.81,12.98,51.29,13.41,6.65,7.08,10.41,8.69,,{}
Marcelo,2002131983,52.25,4.94,56.33,95.49,47.75,96.46,86.27,69.85,,{}
Ezequiel Carrillo,2002105363,27.79,24.36,66.85,95.49,79.4,97.32,96.46,72.32,wing back,{"wing back":88}
Nicolás Andrés Paz,14211016,51.39,30.04,39.16,5.9,6.65,7.08,30.58,26.18,,{}
Robert,2002074860,55.26,69.85,21.89,56.33,56.87,64.91,58.91,65.88,,{}
Bas Nuijten,2002075262,62.55,24.36,46.89,74.25,47.75,36.48,29.51,59.44,,{}
Wisdom Amey,2000097938,22.21,19.74,93.13,11.27,6.65,7.08,5.04,5.26,,{}
Felipe Sánchez,2000142821,26.61,46.24,69.53,25.11,99.36,23.71,4.61,7.3,,{}
Dylan Dassy,18111491,2.68,96.57,69.53,6.87,81.97,33.05,3.11,19.85,,{}
Nicolás Chávez,14239686,19.42,91.09,39.16,39.81,28.76,17.49,41.2,34.55,,{}
Orestis Iordanidis,2002072670,1.18,95.39,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Martin Williams,2002074485,94.42,24.36,19.85,66.42,56.87,62.88,54.61,86.37,,{}
Leonel Bazán,2000176125,62.77,62.12,53.65,82.62,79.4,69.74,51.5,74.03,,{}
João Conceição,2000104442,43.45,62.12,14.27,42.27,25.86,59.66,80.58,43.03,,{}
Luis Miguel Prada,2002102122,17.27,4.94,76.18,9.98,69.64,15.67,17.27,6.33,,{}
Christopher Walker-Deemin,2002123455,79.08,69.85,91.31,83.15,88.2,85.52,91.52,80.69,wing back,{"wing back":86}
Luis Martín,2002124393,72.21,46.24,19.85,54.4,13.84,34.87,62.77,71.78,,{}
Lukas Engel,27130518,1.18,99.89,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Franco Ayala,2000140967,35.94,3.22,94.31,14.91,99.36,20.39,6.33,6.33,,{}
Thauan Lara,2000020549,32.94,62.12,46.89,31.65,65.56,65.99,46.67,37.55,,{}
Lucas Bernabéu,2000200446,58.91,6.44,72.53,6.87,23.28,20.39,11.7,29.29,,{}
Josué Grelaud,2000254626,1.18,96.57,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Rui Silva,2002124091,71.57,75.21,95.71,43.67,52.15,49.03,79.29,50.64,wide defender,{"wide defender":81}
Fred,2002121247,46.46,94.21,28.33,5.36,6.65,7.08,30.15,8.69,,{}
Diego van Zutphen,2000111576,12.55,46.24,45.06,7.83,6.65,7.08,13.63,7.3,,{}
Floris Bos,2000226977,39.06,24.36,97.42,3.43,6.65,7.08,10.73,2.36,,{}
Agustín Levi,2002074076,12.34,69.85,51.29,6.87,6.65,7.08,5.26,15.88,,{}
Jayden Candelaria,2000041895,90.88,75.21,61.27,51.07,69.64,73.28,48.82,44.96,,{}
Davide Pivetta,2002123863,30.79,46.24,6.65,76.07,76.82,74.46,72.42,83.37,wing back,{"wing back":77}
Juan Carlos Ortega,2002101902,59.76,75.21,27.15,58.8,93.45,90.02,68.13,59.87,,{}
German Staricco,2000311887,53.11,8.48,49.14,16.31,41.63,20.39,14.16,9.98,,{}
Facundo González,2000176729,61.7,24.36,91.31,26.82,6.65,7.08,9.01,9.98,,{}
Filippo Arcioni,2002075398,51.82,62.12,32.83,48.82,52.15,75.75,50.11,85.3,,{}
Jason McManus,2002072327,52.25,10.73,5.36,81.12,73.71,95.6,88.95,92.38,wing back,{"wing back":86}
Mads Lauritsen,2000140107,11.59,75.21,41.09,18.03,52.15,47.1,17.49,26.18,,{}
Charles,2002120656,68.45,16.09,25.86,97.1,84.66,99.03,70.06,91.09,wing back,{"wing back":88}
Charlie Davisson,2002072290,69.74,24.36,61.27,52.58,35.94,64.91,96.89,41.74,,{}
Zech Medley,28108037,6.55,84.33,34.87,42.27,16.63,23.71,24.57,15.13,,{}
Rodrigo Sánchez,14157630,24.57,69.85,16.2,54.4,19.1,53.76,97.53,54.4,,{}
Andreas Desler,2002102552,43.67,37.88,19.85,77.36,52.15,88.52,75.11,81.12,,{}
Riccardo Turicchia,43500853,51.39,94.21,84.66,61.7,84.66,71.14,67.49,47.96,,{}
Mattia Mannini,2000184284,23.5,37.88,10.94,85.52,88.2,56.33,74.14,80.69,,{}
Ahmed Mounji,2002124638,22.64,24.36,49.14,4.61,25.86,7.08,6.97,9.98,,{}
Cristian Macías,2002099372,58.58,12.98,36.91,38.2,25.86,68.67,84.44,58.26,,{}
Bruno,2002120097,91.95,79.61,95.71,94.42,88.2,96.89,82.94,53.22,wide defender,{"wide defender":89}
Lima,2002120071,82.4,75.21,43.03,70.17,35.94,66.95,84.76,30.9,,{}
Stefano Stridi,2002154085,18.56,19.74,4.83,58.8,79.4,49.03,49.57,39.48,,{}
David De la Víbora,67294854,57.83,16.09,6.12,31.65,47.75,58.48,91.74,72.32,,{}
Fernando Ríos,2002156552,19.74,24.36,28.33,89.16,61.7,43.03,67.27,51.93,,{}
Duilio Pagliarani,2002074278,83.58,62.12,58.69,66.42,28.76,78.33,78.86,76.5,,{}
Julio Cano,2002134914,32.19,8.48,93.13,6.87,41.63,15.67,25,15.88,,{}
Christian Rehder,2002072733,4.83,53.76,21.89,21.24,23.28,45.39,24.57,40.77,,{}
Samuel Lucero,2000118156,14.27,37.88,13.2,29.94,23.28,20.39,11.27,9.98,,{}
Diogo Costa,2000125937,65.99,79.61,14.27,16.31,19.1,47.1,45.17,66.52,,{}
Aldo Guerrini,2002144653,41.31,93.03,99.36,39.81,52.15,69.74,58.69,27.79,,{}
Julian Eitschberger,2000154590,47.96,37.88,30.9,77.9,35.94,92.81,94.31,85.73,,{}
João Paulo,2002120677,14.59,3.22,53.65,18.78,6.65,7.08,31.01,12.12,,{}
Ricardo Candé,2002124016,33.8,53.76,8.8,25.86,19.1,20.39,46.03,39.91,,{}
Romão Chasqueira,14243750,20.06,30.04,72.53,3.43,6.65,7.08,7.19,11.37,,{}
Levi Malungu,18115935,5.26,96.57,72.53,5.9,93.45,15.67,3.33,11.37,,{}
Federico Franco,2002074325,9.01,62.12,58.69,23.93,6.65,7.08,7.73,2.36,,{}
Álex Fernandorena,2000141552,64.7,24.36,97.42,38.2,28.76,50.86,89.16,62.88,,{}
Biel,2000146945,50.86,19.74,5.36,93.45,65.56,94.96,56.97,64.48,,{}
Marco Mazzei,2002126383,40.02,62.12,69.53,4.61,6.65,7.08,8.37,11.37,,{}
Juan Cruz Duarte,2002128099,90.02,3.22,97.42,11.27,6.65,7.08,12.12,28.22,,{}
Jochie de Gelder,2002073693,18.03,46.24,49.14,12.45,6.65,7.08,9.55,7.3,,{}
Maximilian Knoop,2002099594,9.66,16.09,34.87,12.45,93.45,17.49,20.49,15.13,,{}
Leighton McCone,29235898,81.65,84.33,94.31,54.4,21.14,26.93,70.92,48.71,wide defender,{"wide defender":87}
Nelson Abbey,29233999,9.01,24.36,43.03,3.43,84.66,7.08,7.4,6.33,,{}
Thorsten Bade,2002072459,44.1,37.88,23.28,96.35,56.87,96.14,88.3,67.7,,{}
Filipe Destefano,2002120919,60.62,1.29,36.91,76.07,65.56,86.48,59.44,38.52,,{}
Steyn Baas,2002133482,30.36,4.94,61.27,50.43,47.75,25.54,22,25.32,,{}
Leonardo,2002131821,44.53,19.74,46.89,9.12,6.65,7.08,23.93,8.05,,{}
Airam,2002135524,60.62,8.48,8.15,62.45,31.97,56.33,47.53,46.89,,{}
Ramiro Soperez,2000248635,18.78,3.22,45.06,23.93,13.41,23.71,17.92,22.42,,{}
Lukas Klitten,27132247,1.18,98.5,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Miguel Tenaglia,2000163753,9.33,6.44,3.76,98.39,88.2,99.46,60.62,96.03,,{}
Ariel González,2000240540,10.62,8.48,14.27,45.71,98.61,59.66,25.86,24.68,,{}
Martín González,2002128270,66.42,12.98,66.85,23.93,6.65,7.08,9.76,2.36,,{}
Junior Diomandé,18107458,50.86,69.85,17.49,39.81,73.71,82.83,48.39,76.29,,{}
Marc,2002126612,36.37,16.09,79.51,5.9,25.86,15.67,5.69,2.36,,{}
Luís Henriques,2002073566,46.03,30.04,84.66,31.65,16.63,15.67,34.55,37.98,,{}
Dardo Torres,14207325,25.86,24.36,39.16,34.23,76.82,36.48,21.14,32.3,,{}
Isidre,2002103951,98.82,84.33,89.27,23.93,25.86,45.39,93.03,38.52,wide defender,{"wide defender":91}
Nicolás Fernández,2000082728,33.8,91.09,28.33,59.98,65.56,31.12,24.57,50,,{}
Sergio Álvarez,2002074307,25.64,88.2,24.89,47.85,93.45,64.91,70.39,50,,{}
Julián Escalante,2002156503,29.29,69.85,15.34,45.71,69.64,73.28,36.8,51.07,,{}
Charles Arthur,2002172124,3.33,79.61,98.28,21.24,21.14,20.39,3.54,16.42,,{}
Guilherme,2000027008,16.74,53.76,49.14,93.88,73.71,81.97,53.22,74.68,,{}
David Sogorb,2002099365,45.39,24.36,25.86,22.1,28.76,43.03,98.18,79.61,,{}
Guillermo Amaya,2002127459,31.87,10.73,51.29,8.48,6.65,7.08,16.95,22.42,,{}
Søren Kristoffersen,2002144224,4.4,97.42,64.06,7.83,6.65,7.08,2.68,2.36,,{}
Miguel Ángel Carrillo,2002145124,50.54,84.33,20.6,74.25,96.57,38.63,38.84,56.97,,{}
Lucas Lolli,2002146667,98.61,88.2,79.51,69.31,86.7,61.05,71.78,21.46,wide defender,{"wide defender":89}
Luka Gutiérrez,2000281105,65.77,37.88,36.91,56.33,56.87,79.29,65.77,82.62,,{}
Leonel Nunes,2002073792,27.04,4.94,93.13,4.61,6.65,7.08,26.82,11.37,,{}
Jaden Meijer,2002072550,28.65,37.88,9.66,41.31,25.86,56.33,77.15,48.39,,{}
Kauan Richard,2000257118,68.45,91.09,89.27,97.85,86.7,98.61,61.91,76.93,,{}
Ben Ashby,2002153912,86.16,37.88,25.86,88.41,23.28,89.38,91.31,71.14,,{}
Alejandro Villalba,2000049727,8.26,97.96,95.71,21.24,99.36,20.39,13.84,2.36,,{}
Marcos Abraham,2002136252,13.95,30.04,4.61,56.33,81.97,52.25,51.82,36.37,,{}
Jefté,2000079323,66.42,88.2,94.31,66.42,47.75,81.12,63.63,69.85,,{}
João Gonçalinho,2000146636,83.15,12.98,95.71,43.67,41.63,75.75,52.9,58.26,,{}
Diego Enrique,2002074064,66.42,69.85,72.53,38.2,14.7,68.67,60.94,99.03,,{}
Martín,2002102105,20.39,79.61,56.33,16.31,6.65,7.08,28.76,13.84,,{}
Riley Rosada,2000294104,63.95,75.21,89.27,47,28.76,38.63,36.48,42.49,,{}
Durmuş Serbest,2000144473,62.98,12.98,95.71,55.36,47.75,61.05,64.7,30.36,,{}
Tomás Maidana,2002127458,21.14,1.82,32.83,9.98,93.45,20.39,6.12,20.71,,{}
Román Suárez,2002074584,59.12,8.48,32.83,17.49,99.36,20.39,5.9,2.36,,{}
Richie Boks,2002144924,71.89,79.61,76.18,15.67,6.65,7.08,22.64,26.18,wide defender,{"wide defender":76}
Bruno Peralta,2002127266,96.89,91.09,36.91,35.3,16.63,56.33,65.34,82.62,,{}
Abdulkadir Kurt,2002144317,75.21,19.74,53.65,20.06,47.75,33.05,53.97,56.33,,{}
Maximiliano Cerutti,2002074340,12.98,69.85,8.8,36.7,90.34,74.46,40.67,51.07,,{}
Patrick Rothmann,2002104338,7.83,91.09,93.13,26.82,96.57,38.63,10.73,15.13,,{}
Samuel Pena,2002161075,35.09,10.73,49.14,29.94,88.2,43.03,38.84,36.37,,{}
Winilson Lopes,2000302501,6.33,30.04,19.85,90.99,31.97,80.26,46.89,99.25,,{}
Tomás Cardoso,2002133875,6.76,93.03,41.09,3.43,6.65,7.08,8.69,6.33,,{}
Pasquale Lazzarini,2002126397,9.66,19.74,81.97,4.61,6.65,7.08,4.4,9.98,,{}
Amidou Doumbouya,2000290350,20.71,79.61,84.66,9.12,6.65,7.08,52.58,32.83,,{}
Cristian,2002120008,19.74,0.43,29.51,52.58,90.34,77.58,35.94,56.33,,{}
Diego Montes,2002146729,69.74,37.88,72.53,47,93.45,43.03,12.45,31.76,,{}
Leonel Orellana,2002156413,22.96,6.44,25.86,77.9,88.2,81.12,89.81,55.69,,{}
Alan Sánchez,2002136212,31.65,37.88,19.85,43.67,16.63,40.67,58.48,63.73,,{}
Marius Rasch,2002162304,3.54,3.22,16.2,34.23,35.94,53.76,21.57,58.69,,{}
Moudachirou Moussoro,2002073126,92.17,84.33,81.97,61.7,35.94,62.88,40.02,34.12,wide defender,{"wide defender":86}
Jorge Montes,2000087588,93.03,37.88,76.18,33.26,35.94,28.97,40.45,59.44,,{}
Manuel,2002104583,54.83,93.03,84.66,39.81,61.7,45.39,37.66,23.82,,{}
Thomas van Dijk,2002145320,40.45,84.33,4.29,45.71,65.56,76.61,72,28.54,,{}
Alejandro,2002102426,27.04,30.04,11.48,25.11,19.1,38.63,53.76,23.82,,{}
Marley Cruz,2000228589,10.41,37.88,2.9,98.18,41.63,92.6,81.33,97.53,,{}
Juan Musacchio,2000245824,8.58,91.09,14.27,62.45,76.82,71.14,81.65,24.68,,{}
Daniel Pedro,2002154101,70.17,37.88,89.27,60.94,28.76,28.97,67.92,39.48,,{}
Alex Artaxo,2002122307,58.26,19.74,69.53,26.82,84.66,20.39,19.42,2.36,,{}
Alex Sandro,2002161050,30.04,79.61,39.16,58.8,69.64,72,80.79,55.9,,{}
Ben Kromah,2002173730,17.6,79.61,41.09,23.93,6.65,7.08,19.85,35.41,,{}
Cristian Grande,2002146663,15.77,4.94,49.14,84.55,73.71,94.74,98.39,89.16,wing back,{"wing back":88}
José Antonio Moyano,2002145663,43.88,1.82,39.16,1.5,6.65,7.08,43.24,23.82,,{}
Dininho,2002142749,17.6,79.61,21.89,55.36,28.76,59.66,41.85,77.58,,{}
Mamaye Traoré,2002145276,24.14,62.12,32.83,28.86,41.63,26.93,34.87,8.69,,{}
Ernesto Garrido,2002156513,75.43,19.74,93.13,29.94,6.65,7.08,72.85,65.13,,{}
Patrick,2000026367,1.18,99.14,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Luca Picco,2002192888,35.73,0.86,24.46,50.43,21.14,38.63,51.5,47.21,,{}
Rui Henriques,2002164089,29.72,62.12,58.69,54.4,41.63,25.54,16.52,29.29,,{}
Gust Everaert,2002075494,2.9,99.14,99.89,11.27,31.97,31.12,4.18,20.71,,{}
Magnus Gaunsbæk,2000135671,1.18,97.96,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Daniel Dionisi,2000088151,46.03,37.88,10.41,66.42,41.63,59.66,66.63,89.7,,{}
Erdem Uyar,2002162286,5.04,37.88,51.29,65.24,25.86,58.48,55.26,27.36,,{}
Arjen Robben,2002173699,5.47,88.2,76.18,8.48,13.84,20.39,49.25,28.54,,{}
